job,marital,education,contact,month,poutcome,y,balanceSummary,ageBand,defaultValue,housingVal,loanVal
management,married,tertiary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
admin.,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
housemaid,divorced,tertiary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,divorced,primary,cellular,jul,unknown,no,negative,ageBand5,defaultNo,houseNo,loanNo
self-employed,single,tertiary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
entrepreneur,married,tertiary,cellular,nov,unknown,no,veryPositive,ageBand4,defaultNo,houseYes,loanNo
retired,single,primary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,married,secondary,cellular,apr,failure,no,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,secondary,cellular,jul,unknown,no,veryNegative,ageBand4,defaultNo,houseNo,loanNo
management,single,tertiary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
services,single,secondary,unknown,may,unknown,yes,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
self-employed,married,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
admin.,single,secondary,cellular,may,other,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
blue-collar,single,secondary,cellular,jul,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,divorced,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,jul,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,apr,other,yes,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,single,tertiary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,tertiary,unknown,may,unknown,no,positive,ageBand1,defaultNo,houseYes,loanNo
unemployed,married,secondary,cellular,jan,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,oct,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
management,married,secondary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,jan,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,tertiary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,single,secondary,cellular,jan,failure,no,positive,ageBand2,defaultNo,houseYes,loanYes
entrepreneur,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,secondary,unknown,jun,unknown,no,negative,ageBand2,defaultNo,houseYes,loanYes
technician,married,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
unknown,married,unknown,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,married,secondary,unknown,sep,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
services,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
services,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
student,single,secondary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
services,single,secondary,cellular,feb,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,jan,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,divorced,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,secondary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
management,divorced,tertiary,cellular,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
blue-collar,married,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,divorced,secondary,cellular,nov,other,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,single,secondary,cellular,jul,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
management,single,unknown,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,married,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
entrepreneur,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,aug,unknown,yes,negative,ageBand3,defaultNo,houseYes,loanNo
management,divorced,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,single,secondary,cellular,nov,success,yes,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,divorced,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
unemployed,single,secondary,cellular,jan,unknown,yes,positive,ageBand2,defaultNo,houseNo,loanNo
services,married,secondary,unknown,jun,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,telephone,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,divorced,secondary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,may,success,no,positive,ageBand3,defaultNo,houseYes,loanNo
unemployed,married,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,jul,unknown,no,positive,ageBand2,defaultNo,houseNo,loanYes
student,single,secondary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
technician,married,tertiary,unknown,may,unknown,no,veryPositive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,telephone,jul,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,tertiary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
retired,single,secondary,unknown,may,unknown,no,positive,ageBand1,defaultNo,houseNo,loanYes
management,divorced,tertiary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
management,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
entrepreneur,married,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
unknown,married,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,single,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,failure,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,single,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
entrepreneur,married,secondary,cellular,jul,unknown,no,veryNegative,ageBand5,defaultYes,houseNo,loanYes
retired,married,secondary,cellular,apr,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,married,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,telephone,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,primary,telephone,nov,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
technician,married,secondary,telephone,feb,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
entrepreneur,married,primary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,jul,failure,no,positive,ageBand4,defaultNo,houseYes,loanYes
services,married,secondary,telephone,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,single,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
housemaid,single,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,divorced,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
housemaid,married,primary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
services,married,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,single,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
management,married,tertiary,cellular,oct,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,single,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,single,secondary,cellular,nov,unknown,yes,negative,ageBand4,defaultYes,houseNo,loanYes
self-employed,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,oct,unknown,yes,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
entrepreneur,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
unemployed,married,secondary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
blue-collar,married,secondary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
services,single,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
student,single,secondary,cellular,nov,failure,no,positive,ageBand2,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,nov,failure,no,positive,ageBand5,defaultNo,houseNo,loanYes
unemployed,married,secondary,cellular,jul,failure,yes,positive,ageBand4,defaultNo,houseNo,loanNo
technician,divorced,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,married,primary,cellular,oct,failure,yes,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,single,secondary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
management,married,tertiary,cellular,apr,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,aug,other,yes,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,single,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,apr,failure,no,positive,ageBand3,defaultNo,houseYes,loanYes
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
technician,divorced,tertiary,cellular,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,apr,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
management,married,secondary,cellular,jul,failure,yes,positive,ageBand3,defaultNo,houseYes,loanNo
housemaid,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
blue-collar,married,secondary,cellular,may,failure,no,negative,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,jan,failure,no,positive,ageBand4,defaultNo,houseNo,loanNo
student,single,tertiary,cellular,sep,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,dec,success,yes,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,oct,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,divorced,tertiary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand2,defaultNo,houseYes,loanYes
technician,married,tertiary,cellular,oct,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
unemployed,married,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
unemployed,divorced,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,married,secondary,telephone,aug,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
housemaid,married,primary,telephone,feb,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,single,primary,cellular,jan,failure,no,positive,ageBand2,defaultNo,houseYes,loanNo
services,single,secondary,cellular,nov,unknown,no,veryPositive,ageBand3,defaultNo,houseYes,loanNo
services,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,single,unknown,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,single,tertiary,unknown,may,unknown,yes,positive,ageBand1,defaultNo,houseYes,loanNo
unemployed,single,primary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
self-employed,married,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,single,secondary,cellular,apr,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
admin.,single,secondary,unknown,jun,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
retired,married,primary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseYes,loanYes
technician,married,tertiary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
student,single,secondary,cellular,nov,other,yes,positive,ageBand1,defaultNo,houseNo,loanNo
admin.,married,secondary,cellular,nov,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
technician,married,tertiary,cellular,jul,unknown,no,veryNegative,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,divorced,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
unknown,married,primary,cellular,oct,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,divorced,secondary,cellular,jul,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,aug,unknown,no,negative,ageBand3,defaultNo,houseYes,loanYes
admin.,divorced,secondary,cellular,nov,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanYes
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
housemaid,married,secondary,cellular,sep,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
self-employed,single,tertiary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,jul,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
unknown,married,unknown,cellular,jul,failure,yes,positive,ageBand5,defaultNo,houseNo,loanNo
unknown,divorced,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,primary,cellular,may,unknown,no,veryNegative,ageBand5,defaultNo,houseNo,loanYes
admin.,married,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
retired,married,primary,cellular,nov,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
